batch_id	root_age	num_tips	total_num_partitions	true_speciation_completion_rate	true_num_species	num_constrained_species	num_constrained_lineages	num_unconstrained_lineages	estimated_speciation_completion_rate	speciation_completion_rate_source	total_num_partitions_in_confidence_interval	inferred_partition_num_species	inferred_partition_probability	inferred_partition_probability_given_constraints	true_partition_probability	true_partition_cumulative_probability	true_partition_probability_given_constraints	true_partition_cumulative_probability_given_constraints	is_true_partition_preferred	is_true_partition_in_confidence_interval
megaptera::20190608211421::9175626414753131969	27.366909886558744	10	6	0.01	3	3	8	2	0.018120564261386515	estimated	3	3	0.006874933665818019	0.8917183150014136	0.006874933665818019	0.006874933665818019	0.8917183150014136	0.8917183150014136	TRUE	TRUE
