batch_id	root_age	num_tips	total_num_partitions	true_speciation_completion_rate	true_num_species	num_constrained_species	num_constrained_lineages	num_unconstrained_lineages	estimated_speciation_completion_rate	speciation_completion_rate_source	total_num_partitions_in_confidence_interval	inferred_partition_num_species	inferred_partition_probability	inferred_partition_probability_given_constraints	true_partition_probability	true_partition_cumulative_probability	true_partition_probability_given_constraints	true_partition_cumulative_probability_given_constraints	is_true_partition_preferred	is_true_partition_in_confidence_interval
megaptera::20190608213157::5367359334464491745	25.085860714425344	20	2080	0.01	2	2	10	10	0.0067616538766203885	estimated	14	2	0.020529325765224506	0.6643205960628323	0.020529325765224506	0.020529325765224506	0.6643205960628323	0.6643205960628323	TRUE	TRUE
