batch_id	root_age	num_tips	total_num_partitions	true_speciation_completion_rate	true_num_species	num_constrained_species	num_constrained_lineages	num_unconstrained_lineages	estimated_speciation_completion_rate	speciation_completion_rate_source	total_num_partitions_in_confidence_interval	inferred_partition_num_species	inferred_partition_probability	inferred_partition_probability_given_constraints	true_partition_probability	true_partition_cumulative_probability	true_partition_probability_given_constraints	true_partition_cumulative_probability_given_constraints	is_true_partition_preferred	is_true_partition_in_confidence_interval
megaptera::20190608213930::3779814804214658221	4.676692949349413	20	8	0.01	2	2	17	3	0.03305420050895747	estimated	2	2	0.000722529410122363	0.9396066208750788	0.000722529410122363	0.000722529410122363	0.9396066208750788	0.9396066208750788	TRUE	TRUE
