batch_id	root_age	num_tips	total_num_partitions	true_speciation_completion_rate	true_num_species	num_constrained_species	num_constrained_lineages	num_unconstrained_lineages	estimated_speciation_completion_rate	speciation_completion_rate_source	total_num_partitions_in_confidence_interval	inferred_partition_num_species	inferred_partition_probability	inferred_partition_probability_given_constraints	true_partition_probability	true_partition_cumulative_probability	true_partition_probability_given_constraints	true_partition_cumulative_probability_given_constraints	is_true_partition_preferred	is_true_partition_in_confidence_interval
megaptera::20190608232902::318178430508641466	5.919416385323412	40	768	0.01	3	3	31	9	0.024711099153471174	estimated	15	3	0.00018033103953013157	0.5501110169059077	0.00018033103953013157	0.00018033103953013157	0.5501110169059077	0.5501110169059077	TRUE	TRUE
