Gen	np	tree	tau6T3T1T4T5T2	lnL
100	4	1111	0.000211	0.000166	0.000154	0.000073	-29173.433
200	4	1111	0.000306	0.000289	0.000268	0.000120	-29177.298
300	4	1111	0.000467	0.000460	0.000431	0.000136	-29175.228
400	4	1111	0.000384	0.000333	0.000297	0.000164	-29181.418
500	4	1111	0.000280	0.000250	0.000242	0.000045	-29179.705
600	4	1111	0.000333	0.000298	0.000284	0.000126	-29177.116
700	4	1111	0.000379	0.000340	0.000335	0.000154	-29174.899
800	4	1111	0.000543	0.000505	0.000403	0.000127	-29175.238
900	4	1111	0.000390	0.000379	0.000359	0.000105	-29179.629
1000	4	1111	0.000567	0.000529	0.000517	0.000216	-29179.477
1100	4	1111	0.000389	0.000355	0.000352	0.000134	-29178.498
1200	4	1111	0.000290	0.000190	0.000187	0.000127	-29181.230
1300	4	1111	0.000459	0.000272	0.000235	0.000107	-29179.556
1400	4	1111	0.000328	0.000289	0.000191	0.000127	-29178.137
1500	4	1111	0.000482	0.000443	0.000427	0.000078	-29174.630
1600	4	1111	0.000385	0.000359	0.000349	0.000062	-29175.723
1700	4	1111	0.000345	0.000314	0.000304	0.000171	-29183.165
1800	4	1111	0.000407	0.000393	0.000388	0.000158	-29174.566
1900	4	1111	0.000321	0.000282	0.000277	0.000076	-29174.112
2000	4	1111	0.000184	0.000155	0.000155	0.000067	-29179.928
2100	4	1111	0.000318	0.000193	0.000174	0.000106	-29181.082
2200	4	1111	0.000190	0.000123	0.000109	0.000077	-29178.644
2300	4	1111	0.000210	0.000181	0.000164	0.000018	-29178.882
2400	4	1111	0.000264	0.000243	0.000238	0.000191	-29183.061
2500	4	1111	0.000346	0.000319	0.000298	0.000188	-29179.504
2600	4	1111	0.000232	0.000204	0.000192	0.000110	-29179.902
2700	4	1111	0.000409	0.000311	0.000309	0.000095	-29178.279
2800	4	1111	0.000366	0.000239	0.000221	0.000135	-29175.913
2900	4	1111	0.000331	0.000275	0.000271	0.000085	-29180.820
3000	4	1111	0.000407	0.000391	0.000366	0.000349	-29182.987
3100	4	1111	0.000396	0.000391	0.000348	0.000072	-29173.997
3200	4	1111	0.000334	0.000318	0.000277	0.000214	-29179.772
3300	4	1111	0.000191	0.000179	0.000177	0.000135	-29178.068
3400	4	1111	0.000306	0.000289	0.000169	0.000141	-29177.707
3500	4	1111	0.000275	0.000251	0.000246	0.000135	-29181.189
3600	4	1111	0.000290	0.000266	0.000243	0.000213	-29179.324
3700	4	1111	0.000285	0.000277	0.000256	0.000063	-29172.769
3800	4	1111	0.000215	0.000198	0.000194	0.000132	-29183.023
3900	4	1111	0.000324	0.000285	0.000235	0.000156	-29181.021
4000	4	1111	0.000395	0.000387	0.000343	0.000186	-29181.123
4100	4	1111	0.000203	0.000194	0.000165	0.000106	-29178.543
4200	4	1111	0.000262	0.000244	0.000240	0.000061	-29175.025
4300	4	1111	0.000282	0.000266	0.000240	0.000187	-29177.777
4400	4	1111	0.000254	0.000242	0.000225	0.000127	-29176.994
4500	4	1111	0.000416	0.000409	0.000397	0.000138	-29175.588
4600	4	1111	0.000261	0.000233	0.000224	0.000100	-29174.809
4700	4	1111	0.000163	0.000145	0.000144	0.000042	-29179.723
4800	4	1111	0.000108	0.000104	0.000088	0.000016	-29179.667
4900	4	1111	0.000246	0.000193	0.000192	0.000052	-29178.443
5000	4	1111	0.000226	0.000225	0.000211	0.000082	-29177.639
5100	4	1111	0.000154	0.000145	0.000135	0.000053	-29182.802
5200	4	1111	0.000301	0.000294	0.000222	0.000093	-29181.421
5300	4	1111	0.000245	0.000224	0.000220	0.000067	-29176.754
5400	4	1111	0.000442	0.000300	0.000296	0.000045	-29175.094
5500	4	1111	0.000337	0.000281	0.000255	0.000038	-29179.946
5600	4	1111	0.000197	0.000186	0.000150	0.000060	-29172.934
5700	3	1110	0.000260	0.000248	0.000229	-29176.884
5800	4	1111	0.000272	0.000187	0.000179	0.000045	-29177.188
5900	4	1111	0.000256	0.000241	0.000222	0.000072	-29179.373
6000	4	1111	0.000215	0.000213	0.000202	0.000064	-29180.514
6100	4	1111	0.000156	0.000147	0.000111	0.000044	-29180.980
6200	4	1111	0.000206	0.000191	0.000190	0.000133	-29179.262
6300	3	1110	0.000256	0.000247	0.000225	-29174.083
6400	4	1111	0.000280	0.000276	0.000260	0.000104	-29177.406
6500	4	1111	0.000278	0.000222	0.000221	0.000088	-29176.154
6600	4	1111	0.000309	0.000295	0.000279	0.000116	-29183.474
6700	4	1111	0.000217	0.000208	0.000208	0.000036	-29176.370
6800	4	1111	0.000231	0.000197	0.000179	0.000013	-29175.017
6900	4	1111	0.000292	0.000279	0.000236	0.000100	-29182.948
7000	4	1111	0.000312	0.000288	0.000272	0.000037	-29173.554
7100	4	1111	0.000420	0.000395	0.000207	0.000186	-29183.903
7200	4	1111	0.000259	0.000254	0.000248	0.000164	-29178.743
7300	4	1111	0.000207	0.000186	0.000170	0.000092	-29176.064
7400	4	1111	0.000542	0.000355	0.000270	0.000246	-29181.612
7500	4	1111	0.000275	0.000253	0.000253	0.000149	-29174.557
7600	4	1111	0.000337	0.000324	0.000274	0.000066	-29176.091
7700	4	1111	0.000263	0.000233	0.000184	0.000133	-29174.199
7800	4	1111	0.000355	0.000268	0.000266	0.000181	-29174.688
7900	4	1111	0.000284	0.000266	0.000215	0.000110	-29173.486
8000	4	1111	0.000243	0.000223	0.000216	0.000096	-29176.032
8100	4	1111	0.000193	0.000170	0.000161	0.000025	-29174.088
8200	4	1111	0.000212	0.000181	0.000147	0.000054	-29174.255
8300	4	1111	0.000144	0.000133	0.000125	0.000068	-29178.656
8400	4	1111	0.000259	0.000247	0.000227	0.000055	-29171.648
8500	4	1111	0.000457	0.000335	0.000316	0.000227	-29178.773
8600	4	1111	0.000262	0.000231	0.000221	0.000114	-29180.593
8700	4	1111	0.000201	0.000151	0.000148	0.000073	-29178.037
8800	4	1111	0.000193	0.000172	0.000170	0.000064	-29177.772
8900	4	1111	0.000174	0.000162	0.000158	0.000088	-29177.819
9000	4	1111	0.000264	0.000261	0.000253	0.000112	-29179.305
9100	4	1111	0.000182	0.000156	0.000147	0.000058	-29177.949
9200	4	1111	0.000205	0.000168	0.000162	0.000020	-29179.549
9300	4	1111	0.000235	0.000220	0.000216	0.000154	-29180.692
9400	4	1111	0.000197	0.000196	0.000190	0.000076	-29179.503
9500	4	1111	0.000308	0.000291	0.000214	0.000088	-29173.835
9600	4	1111	0.000237	0.000230	0.000211	0.000108	-29180.806
9700	4	1111	0.000275	0.000251	0.000249	0.000155	-29178.007
9800	4	1111	0.000315	0.000272	0.000258	0.000099	-29174.356
9900	4	1111	0.000238	0.000218	0.000208	0.000014	-29177.682
10000	4	1111	0.000200	0.000191	0.000182	0.000020	-29180.057
10100	4	1111	0.000370	0.000342	0.000325	0.000201	-29175.595
10200	4	1111	0.000193	0.000179	0.000167	0.000114	-29180.256
10300	4	1111	0.000299	0.000284	0.000240	0.000173	-29182.720
10400	4	1111	0.000265	0.000220	0.000217	0.000127	-29179.854
10500	4	1111	0.000462	0.000448	0.000447	0.000165	-29185.606
10600	4	1111	0.000332	0.000315	0.000304	0.000138	-29179.683
10700	4	1111	0.000230	0.000199	0.000179	0.000043	-29176.843
10800	4	1111	0.000203	0.000198	0.000146	0.000039	-29176.897
10900	4	1111	0.000187	0.000178	0.000165	0.000072	-29178.024
11000	4	1111	0.000174	0.000163	0.000154	0.000082	-29178.190
11100	4	1111	0.000153	0.000149	0.000148	0.000085	-29183.532
11200	4	1111	0.000250	0.000240	0.000232	0.000095	-29178.315
11300	4	1111	0.000219	0.000212	0.000186	0.000044	-29181.550
11400	4	1111	0.000188	0.000160	0.000153	0.000069	-29181.635
11500	4	1111	0.000333	0.000315	0.000195	0.000112	-29178.544
11600	4	1111	0.000341	0.000327	0.000269	0.000103	-29178.973
11700	4	1111	0.000214	0.000202	0.000194	0.000066	-29174.806
11800	4	1111	0.000178	0.000172	0.000164	0.000048	-29180.236
11900	4	1111	0.000227	0.000193	0.000192	0.000091	-29179.087
12000	4	1111	0.000146	0.000138	0.000129	0.000069	-29176.438
12100	4	1111	0.000285	0.000256	0.000256	0.000120	-29181.589
12200	4	1111	0.000280	0.000221	0.000209	0.000137	-29176.424
12300	4	1111	0.000195	0.000181	0.000175	0.000094	-29180.979
12400	4	1111	0.000199	0.000188	0.000179	0.000100	-29173.218
12500	4	1111	0.000259	0.000242	0.000230	0.000105	-29180.349
12600	4	1111	0.000297	0.000289	0.000232	0.000187	-29178.016
12700	4	1111	0.000368	0.000365	0.000359	0.000283	-29182.071
12800	4	1111	0.000207	0.000193	0.000187	0.000085	-29178.182
12900	4	1111	0.000219	0.000215	0.000212	0.000138	-29177.888
13000	4	1111	0.000298	0.000268	0.000267	0.000185	-29175.255
13100	4	1111	0.000205	0.000190	0.000169	0.000061	-29183.055
13200	4	1111	0.000224	0.000221	0.000206	0.000160	-29182.434
13300	4	1111	0.000218	0.000207	0.000174	0.000147	-29180.433
13400	4	1111	0.000250	0.000200	0.000200	0.000091	-29173.354
13500	4	1111	0.000271	0.000247	0.000233	0.000192	-29179.437
13600	4	1111	0.000193	0.000183	0.000178	0.000158	-29178.323
13700	4	1111	0.000303	0.000269	0.000195	0.000161	-29179.801
13800	4	1111	0.000226	0.000222	0.000207	0.000159	-29184.625
13900	4	1111	0.000192	0.000188	0.000181	0.000144	-29179.838
14000	4	1111	0.000213	0.000206	0.000151	0.000108	-29174.833
14100	4	1111	0.000323	0.000313	0.000306	0.000223	-29183.715
14200	4	1111	0.000273	0.000249	0.000235	0.000130	-29177.950
14300	4	1111	0.000178	0.000162	0.000161	0.000102	-29182.378
14400	4	1111	0.000230	0.000221	0.000198	0.000174	-29181.093
