batch_id	root_age	num_tips	total_num_partitions	true_speciation_completion_rate	true_num_species	num_constrained_species	num_constrained_lineages	num_unconstrained_lineages	estimated_speciation_completion_rate	speciation_completion_rate_source	total_num_partitions_in_confidence_interval	inferred_partition_num_species	inferred_partition_probability	inferred_partition_probability_given_constraints	true_partition_probability	true_partition_cumulative_probability	true_partition_probability_given_constraints	true_partition_cumulative_probability_given_constraints	is_true_partition_preferred	is_true_partition_in_confidence_interval
megaptera::20190608201828::2240333494767056374	34.7745596308122	5	9	1.0	3	2	3	2	0.07504610071018615	estimated	2	3	0.73352195469125	0.7590665344949802	0.73352195469125	0.73352195469125	0.7590665344949802	0.7590665344949802	TRUE	TRUE
